Header,Bifidobacterium_adolescentis_ATCC_15703,Bifidobacterium_adolescentis_ATCC_15703,Bifidobacterium_bifidum_PRL2010,Bifidobacterium_bifidum_PRL2010,Bifidobacterium_longum_NCC2705,Bifidobacterium_longum_NCC2705,Collinsella_tanakaei_YIT_12063,Collinsella_tanakaei_YIT_12063,Alistipes_finegoldii_DSM_17242,Alistipes_finegoldii_DSM_17242,Alistipes_putredinis_DSM_17216,Alistipes_putredinis_DSM_17216,Alistipes_shahii_WAL_8301,Alistipes_shahii_WAL_8301,Bacteroides_caccae_ATCC_43185,Bacteroides_caccae_ATCC_43185,Bacteroides_coprocola_M16_DSM_17136,Bacteroides_coprocola_M16_DSM_17136,Bacteroides_eggerthii_DSM_20697,Bacteroides_eggerthii_DSM_20697,Bacteroides_fragilis_NCTC_9343,Bacteroides_fragilis_NCTC_9343,Bacteroides_intestinalis_341_DSM_17393,Bacteroides_intestinalis_341_DSM_17393,Bacteroides_stercoris_ATCC_43183,Bacteroides_stercoris_ATCC_43183,Bacteroides_thetaiotaomicron_VPI_5482,Bacteroides_thetaiotaomicron_VPI_5482,Bacteroides_uniformis_ATCC_8492,Bacteroides_uniformis_ATCC_8492,Parabacteroides_distasonis_ATCC_8503,Parabacteroides_distasonis_ATCC_8503,Parabacteroides_johnsonii_DSM_18315,Parabacteroides_johnsonii_DSM_18315,Prevotella_ruminicola_23,Prevotella_ruminicola_23,Acidaminococcus_fermentans_DSM_20731,Acidaminococcus_fermentans_DSM_20731,Blautia_wexlerae_DSM_19850,Blautia_wexlerae_DSM_19850,Clostridium_clostridioforme_CM201,Clostridium_clostridioforme_CM201,Coprococcus_catus_GD_7,Coprococcus_catus_GD_7,Dialister_invisus_DSM_15470,Dialister_invisus_DSM_15470,Dorea_longicatena_DSM_13814,Dorea_longicatena_DSM_13814,Enterococcus_faecium_TX1330,Enterococcus_faecium_TX1330,Eubacterium_rectale_M104_1,Eubacterium_rectale_M104_1,Faecalibacterium_prausnitzii_L2_6,Faecalibacterium_prausnitzii_L2_6,Lactobacillus_mucosae_LM1,Lactobacillus_mucosae_LM1,Lactobacillus_reuteri_SD2112_ATCC_55730,Lactobacillus_reuteri_SD2112_ATCC_55730,Megasphaera_elsdenii_DSM_20460,Megasphaera_elsdenii_DSM_20460,Phascolarctobacterium_succinatutens_YIT_12067,Phascolarctobacterium_succinatutens_YIT_12067,Pseudoflavonifractor_capillosus_strain_ATCC_29799,Pseudoflavonifractor_capillosus_strain_ATCC_29799,Roseburia_intestinalis_L1_82,Roseburia_intestinalis_L1_82,Roseburia_inulinivorans_DSM_16841,Roseburia_inulinivorans_DSM_16841,Ruminococcus_bromii_L2_63,Ruminococcus_bromii_L2_63,Ruminococcus_callidus_ATCC_2776001,Ruminococcus_callidus_ATCC_2776001,Ruminococcus_torques_ATCC_27756,Ruminococcus_torques_ATCC_27756,Streptococcus_salivarius_JIM8777,Streptococcus_salivarius_JIM8777,Subdoligranulum_variabile_DSM_15176,Subdoligranulum_variabile_DSM_15176,Veillonella_atypica_ACS_049_V_Sch6,Veillonella_atypica_ACS_049_V_Sch6,Bilophila_wadsworthia_3_1_6,Bilophila_wadsworthia_3_1_6,Citrobacter_amalonaticus_Y19,Citrobacter_amalonaticus_Y19,Desulfovibrio_desulfuricans_subsp_desulfuricans_DSM_642,Desulfovibrio_desulfuricans_subsp_desulfuricans_DSM_642,Desulfovibrio_piger_ATCC_29098,Desulfovibrio_piger_ATCC_29098,Enterobacter_cloacae_EcWSU1,Enterobacter_cloacae_EcWSU1,Escherichia_coli_str_K_12_substr_MG1655,Escherichia_coli_str_K_12_substr_MG1655,Haemophilus_parainfluenzae_T3T1,Haemophilus_parainfluenzae_T3T1,Helicobacter_pylori_26695,Helicobacter_pylori_26695,Klebsiella_pneumoniae_pneumoniae_MGH78578,Klebsiella_pneumoniae_pneumoniae_MGH78578,Shigella_flexneri_2002017,Shigella_flexneri_2002017,Akkermansia_muciniphila_ATCC_BAA_835,Akkermansia_muciniphila_ATCC_BAA_835,Fusobacterium_varium_ATCC_27725,Fusobacterium_varium_ATCC_27725
75,BTALDH,51,FACOAL180i,51,PPCDC,51,,,GAPD,43,CDPGLYCGPT,51,AGPR,1,GAPD,37,,,PGPGT,51,ACLS_a,2,ACBIPGT,51,PSSAI17,51,LEUTA,32,UDPGDr,51,VALTA,34,NNAM,25,IPDDI,50,ADK5,51,CYTK1,51,ACHBPL,23,CBPS,51,AMPTASECG,51,AHSERL3,51,TDPDRE,51,3OAR100,51,APRAUR,51,SHKK,51,VALTA,51,DAPDC,8,OROTPT,36,GLYCYSabcpp,51,TDPGDH,51,UHGADA,51,SHSL4,51,DPR,51,,,Coabcpp,51,RBFSb,51,ASAD,49,DHQTi,51,,,DHDPRy,8,PPTT,51,IGPDH,49,UPP3MT,51,ACGAMT,50,TECA2S180,51,,,NNATr,50,PPNDH,14,DHAD2,51
76,APRAUR,51,CGLYtex,51,PRAGS,51,,,PGK,43,CAt4i,51,CDPMEK,1,PGK,37,,,PGPP180,51,PRPPS,1,3OAR7M8,51,PYDXK,51,DHAD1,32,ZN2t4,51,LEUTA,33,GLU5K,24,PPNDH,50,ADSL2r,51,3OAR80,51,DHAD2,23,CA2tex,51,ANPRT,51,ANPRT,51,TDPDRRr,51,DB4PS,51,ADSL2r,51,GLYPHEHYc,51,ZNabc,51,DAPE,6,OMPDC,36,ACODAr,51,TDSK,51,USHD,51,TMPK,51,EDTXS2,51,,,CU2tex,51,RHAT1,51,SUCOAS,48,DHFR,51,,,DHDPS,8,PSCVT,51,IG3PS,49,UPP3S,51,PRFGS,50,TECA1SI17,51,,,Htex,49,GLU5K,8,DPRr,51
77,FE3tex,51,CGLYabcpp,51,PRAMPC,51,,,TALA,40,BTNCLi,51,DTMPK,1,PGM,37,,,PGPPAI17,51,SHK3Dr,1,3OAR8M10,51,PYDXabc,51,ACLS_b,32,r2137,51,DHAD1,33,G5SDr,24,DHAD2,50,EAR7M8x,51,Coabcpp,51,ALAR,18,CA2abcpp,51,CAt4i,51,ARABINOGALASEepp,51,TDPGDH,51,DAPMDH,51,ADSS,51,GMHEPAT,51,sink_PGPm1c,51,,,ASPCT,36,ACS,51,THMabcpp,51,ZN2tex,51,TTDCAtex,51,GLCTR1,51,,,COBALT2tex,51,RPE,51,IPPMIb,37,EACPR2,51,,,NDPK1,1,PSD180,51,ENO,49,VALTA,51,PRMICI,50,TECA1SAI17,51,,,ENO,49,G5SDr,7,FBA,49
78,ALAD_R,51,CDOSKT,51,RHCCE,51,,,AMPTASEGC,35,ARGSS,51,DXPS,1,DHFR,20,,,PGPPI17,51,RPE,1,3OAR9M10,51,RPE,51,IPPMIa,31,sink_PGPm1c,51,ACLS_b,33,G5SADs,24,ACGK,50,ADSS,51,DB4PS,51,GF6PTA,10,ATPPRT,51,CDPGLYCGPT,51,COBALT2tex,51,TDSK,51,3OAR140,51,AGMHE,51,GLYCYSabcpp,51,biomass200,51,,,VALTA,34,ADD,51,THMtex,51,ZNabcpp,51,TTDCAtrpp,51,EAR100x,51,,,CLtex,51,RPI,51,LEUTA,37,EACPR1,51,,,,,PSDAI17,51,HSTPTr,49,r0339,51,PSERT,50,TECA1S180,51,,,3OAS160,49,P5CRyr,7,CHORM,45
79,CGLYtex,51,CAt4ipp,51,PRASCSi,51,,,GLYCYSabcpp,35,ARGSL,51,GHMT2r,1,TMDS,20,,,PGSA180,51,RBFK,1,3OAS10M12,51,RPI,51,OMCDC,31,biomass146,51,OMCDC,33,26DAPLLAT,22,P5CRyr,50,ARGt2pp,51,EAR40x,51,PGAMT,8,ASP1DC,51,CGLYabc,51,ARABINOGALtex,51,THMabcpp,51,3OAS80,51,AHCYSNS_r,51,ARGN,51,TECA1SI17,51,,,G5SADs,32,AGMHE,51,TMN,51,r2137pp,51,U23GAAT,51,GALT1,51,,,CGLYtex,51,S7PIr,51,3MOBS,37,E4PD,51,,,,,PSDI17,51,OCBT,48,sink_gthrd(c),51,PSP_L,50,PRMICI,51,,,PRAI,49,G5SADs,7,SHKK,45
80,3HAD80,51,CA2tex,51,PRATPP,51,,,GLYCYStex,35,ANPRT,51,ILETA,1,,,,,PGSAAI17,51,PTPAT,1,3OAS11M12,51,RZ5PP,51,PGK,31,TECA3S180,51,3MOBS,32,DAPE,22,UAG2E,50,ARGDC,51,biomass414,51,G1PACT,8,ALATA_L,51,CHORM,51,ASP1DC,51,THMtex,51,Coabcpp,51,AICART,51,ALAHISabcpp,51,TECA1SAI17,51,,,G5SDr,32,VAL_Ltex,51,TMPPP,51,sink_gthrd(c),51,UAGAAT,51,EAR120x,51,,,3OAR100,51,SERATi,51,IPPMIa,36,DPR,51,,,,,PSERT,51,AICART,48,biomass345,51,ADK10,50,PROt2r,51,,,ARGSS,48,LEUTA,6,DHQTi,45
81,AGMHE,51,ASP1DC,51,PRFGS,51,,,MQN8tex,27,AMYLe,51,MECDPDH2,1,,,,,PGSAI17,51,PSCVT,1,3OAS12M14,51,SHEMEabc,51,NNDPR,25,TECA2SAI17,51,IPPMIa,32,ASPKi,22,ASAD,50,ARAB_Dtex,51,DRIBI,51,PGMT,7,AICART,51,COBALTt5,51,CA2abcpp,51,THRD_L,51,CYSS,51,AIRC4,51,ALAHIStex,51,TECA1S180,51,,,P5CRyr,32,ANPRT,51,SHCHD2,51,biomass370,51,UHGADA,51,EAR140x,51,,,CGLYt3_2_pp,51,HEPT1,51,IPMDr,36,DM_dhptd(c),51,,,,,PSP_L,51,ACOTA,48,Q8tex,51,UAG2E,50,PSD180,51,,,ARGSL,48,3MOBS,5,SHK3Dr,45
82,3OAR120,51,APRAUR,51,PRMICI,51,,,MK8tpp,27,ALAPGPL,51,MECDPS,1,,,,,PLPS,51,PAPPT3,1,3OAS13M14,51,SO4t2,51,QULNS,25,PRAI,51,IPPMIb,31,ASAD,22,DMPPS,49,ARABDt2pp,51,EAR100x,51,CHORM,4,AHCYSNS_r,51,AMMQT7rev,51,CA2tex,51,THRS,51,CU2tex,51,ARGSL,51,ALALEU1c,51,RIBFLVt2r,51,,,GLU5K,32,ANZPtex,51,TPI,51,PTPAT,51,USHD,51,EAR40x,51,,,CDOSKT,51,Htex,51,ACLS_b,36,DM_dad_5,51,,,,,PSSA180,51,AGPR,48,Q8abcpp,51,AHSERL3,50,PSDAI17,51,,,ANPRT,48,OMCDC,5,GLUPRT,45
83,ACOATA,51,AGMHE,51,PTPAT,51,,,NACt2rpp,23,ALAHISabc,51,MEPCT,1,,,,,PNTOabc,51,PPCDC,1,3OAS4M3O6,51,SPMDabc,51,TMDS,19,TECA2S180,51,IPMDr,31,RPI,14,ORNDC,49,AGMT,51,EAR120x,51,PHETA1,4,AGMHE,51,Cuabc,51,GLYAT,51,TKT2,51,COBALT2tex,51,ACOATA,51,ALALEUabcpp,51,PRAI,51,,,ACLS_a,29,APRAUR,51,TYRL,51,PSSAAI17,51,ZN2tex,51,EAR60x,51,,,CAt4ipp,51,HEPK1,51,OMCDC,36,DM_btn,51,,,,,PSSAAI17,51,ARGSL,48,PYDXNtrpp,51,ADK3,50,PSDI17,51,,,IGPS,48,IPPMIb,5,DHQS,45
84,3OAR40,51,A5PISO,51,RBFSa,51,,,NACtex,22,AKP1,51,,,,,,,PPBNGS,51,PNTK,1,3OAS4M6,51,SUCCt2r,51,AGMD,16,PSD180,51,TMDS,20,RPE,13,NADS1,49,ALAD_R,51,EAR140x,51,PPNDH,4,ACOATA,51,DDPA,51,CDOSKT,51,TMPK,51,CLtex,51,ARGSS,51,ALALEUtex,51,PSCVT,51,,,DHAD1,29,ASN_Ltex,51,U23GAAT,51,MTHFD,51,ZNabcpp,51,EAR80x,51,,,CA2tex,51,3OAS100,51,DHAD1,34,DM_AMOB,51,,,,,PSSAI17,51,SHSL4,48,PYDXNtex,51,RNTR3,50,PSSA180,51,,,UMPK,48,IPPMIa,5,GARFTi,45
85,A5PISO,51,2DMMQ8tex,51,RBFSb,51,,,TMDS,20,CYSTS,51,,,,,,,PPCr,51,PEPGLY,1,3OAS5M6,51,SUDPDGT,51,NCPTRCA,16,PSDAI17,51,PPNDH,20,METAT,3,UAG4E,49,AIRC4,51,EAR60x,51,FE3abc,4,3OAS80,51,DHAD1,51,ACGAM2E,51,SRVt2pp,51,CDOSKT,51,ASP1DC,51,AMPTASEGC,51,PSD180,51,,,ACLS_b,29,ASNt2rpp,51,UAGAAT,51,PGSAI17,51,r2137pp,51,FE3tex,51,,,ASP1DC,51,DHPPDA,51,P5CRyr,24,DHQS,51,,,,,EAR160x,51,PGM,47,PGSA180,51,TKT1,50,PSSAAI17,51,,,OCBT,48,IPMDr,5,ADSL2r,45
86,3OAS80,51,2DMMQ8abcpp,51,RHAT1,51,,,PIt6bpp,18,AHCYSNS_r,51,,,,,,,PPNCL3,51,TALA,1,DASYN180,51,SUDPMGT,51,ARGDC,16,PSDI17,51,PHETA1,19,,,TECA5SI17,49,DEXTRINASE,51,3OAS180,51,,,CYSTS,51,DHAD2,51,A5PISO,51,TRP_Ltex,51,CBPS,51,ATPPRT,51,ANPRT,51,PSDAI17,51,,,AMPTASEGC,28,CA2abcpp,51,UHGADA,51,NNDMBRT,51,sink_PGPm1c,51,FE2tex,51,,,3HAD140,51,DHFR,51,GLU5K,24,UTPATPT,51,,,,,EAR9M10x,51,ACGK,47,PGSAAI17,51,ARGSL,50,PSSAI17,51,,,FE2abcpp,46,BPNT,1,PRFGS,45
87,3OAS60,51,EDTXS2,51,GLYC3Ptex,51,,,TRDRr,18,AGPR,51,,,,,,,PPPGO3,51,PANTS,1,3OAS7M8,51,TECA1S180,51,AMMQT8r,11,PSSA180,51,IMPD,16,,,TECA5SAI17,49,3OAS120,51,EAR160x,51,,,3OAS60,51,DHNAOT4,51,3OAS80,51,TRPt2rpp,51,CA2tex,51,CA2abcpp,51,ARG_Ltex,51,PSDI17,51,,,PGM,28,CA2tex,51,UPP3MT3,51,OIVD1r,51,biomass116,51,G1PTT,51,,,GLCTR3,51,3OAR40,51,G5SDr,24,DDPA,51,,,,,EAR14M16x,51,HSST,47,PGSAI17,51,AIRC4,50,PTRCabc,51,,,FE2tex,46,OCBT,1,AICART,45
88,3OAR60,51,EAR5M6x,51,MCOATA,51,,,MCOATA,15,ADPT,51,,,,,,,PSD180,51,NNATr,1,3OAS8M10,51,TECA1SAI17,51,PGMT,9,PSSAAI17,51,GMPS2,8,,,ACHBPL,49,3OAR60,51,EAR180x,51,,,3OAS140,51,DHNAOT7,51,3OAS60,51,TTDCAt2pp,51,3OAR40,51,GLCTR1,51,AGMHE,51,PSSA180,51,,,GAPD,28,USHD,51,UPP3S,51,OIVD3,51,SO4t2pp,51,EDTXS1,51,,,DXPRIr,51,3OAR60,51,G5SADs,24,DBTS,51,,,,,3OAS180,51,Htex,47,PHEMEtex,51,PRASCSi,50,PYDXabc,51,,,AGPR,45,UAGCVT_r,1,PSCVT,45
89,3OAS140,51,GLYMETtex,51,3OAR60,51,,,PItex,15,ADOCBIK2,51,,,,,,,PSDAI17,51,SHKK,1,3OAS9M10,51,TECA1SI17,51,G1PACT,4,PSSAI17,51,PRPPS,1,,,TECA5S180,49,EAR12M14x,51,3OAS120,50,,,3OAS120,51,AMMQT8r,51,3OAS140,51,TTDCAtex,51,CA2abcpp,51,CDOSKT,51,ARGt2rpp,51,PSSAAI17,51,,,ENO,28,CDOSKT,51,USHD,51,ORNDC,51,SHCHCS3,51,FE2abcpp,51,,,AGMHE,51,DDPA,51,DHAD2,23,AIRC4,50,,,,,3OAR6M8,51,PYDXNtex,47,PMPK,51,G3PD1,50,PYK,51,,,ACOTA,45,GLUR,1,CHORS,45
90,3OAR80,51,GGTA,51,BTS4,51,,,ASAD,12,ADMDCr,51,,,,,,,PSDI17,51,TRDRr,1,4ABZt2pp,51,TECA2S180,51,PGAMT,4,PYDXK,51,,,,,GLYMET1c,49,EAR60x,51,PMPK,50,,,3OAS100,51,ALATHRabc,51,3OAS120,51,U23GAAT,51,3OAR60,51,ADSL1r,51,ASAD,51,PSSAI17,51,,,TKT1,14,CLtex,51,ZN2tex,51,PFK,51,PGPPI17,51,G5SDr,50,,,ADK10,51,DB4PS,51,ILETA,23,PRFGS,50,,,,,3OAR7M8,51,FE2abcpp,44,PPBNGS,51,PRAIS,50,Q8abc,51,,,ACGK,45,ILETA,1,PRASCSi,45
91,CGLYabcpp,51,GALU,51,AHCYSNS_r,51,,,ASPKi,12,ACOTA,51,,,,,,,PSERT,51,TKT1,1,3OAR6M8,51,G3PCT,51,UAGDP,4,PYDXabc,51,,,,,THRS,48,3HAD120,51,PPBNGS,50,,,3OAR80,51,IHDUDPMG,51,3OAS100,51,UAGAAT,51,GHMT2r,51,A5PISO,51,ASPKi,51,Q8abc,51,,,TALA,13,ACOATA,51,r0391,51,PGMT,51,PSSA180,51,3OAR100,50,,,3HAD180,51,Cuabcpp,51,ACHBPL,23,PRASCSi,50,,,,,3OAR8M10,51,FE2tex,44,PPTT,51,OCBT,50,RIBFLVt2r,51,,,CHORM,34,UAGDP,1,PRAIS,45
92,3OAS120,51,GALT1,51,AICART,51,,,TKT2,10,ACODAr,51,,,,,,,PSP_L,51,TKT2,1,3OAR5M6,51,GALASE_LACTLe,51,SO4tex,3,RAFGH,51,,,,,ASPKi,48,EAR5M6x,51,3OAS140,50,,,3OAR60,51,ACOTA,51,3OAR80,51,UHGADA,51,3OAR80,51,COBALT2tex,51,CA2abcpp,51,QULNS,51,,,UMPK,1,VALt2rpp,51,r1667pp,51,PGPP180,51,PGSA180,51,G5SADs,50,,,3HAD40,51,CU2tex,51,ACLS_a,22,PRAIS,50,,,,,3OAR9M10,51,PRO_Ltex,41,PRAGS,51,GLUPRT,50,RZ5PP,51,,,ACLS_b,34,GRTT,1,AIRC4,45
93,CLtex,51,GLCTR1,51,AIRC4,51,,,GF6PTA,5,ACLS_b,51,,,,,,,EAR160x,51,MEPCT,1,3OAR15M16,51,G3PATAI17,51,AHC,2,RIBFLVt2r,51,,,,,AGPR,48,EAR4M6x,51,3OAS160,50,,,3OAR40,51,4HBZCL,51,3OAR60,51,URCN,51,3OAS100,51,3OAR140,51,CA2tex,51,RNTR1,51,,,ADSS,1,ACGS,51,r2137pp,51,PGPPAI17,51,PGSAAI17,51,3OAR40,50,,,A5PISO,51,3OAR80,51,GHMT2r,21,PRAGS,50,,,,,3OAS10M12,51,UMPK,35,PRAIS,51,HISTP,50,SERt2r,51,,,LEUTA,33,G1PACT,1,PRAGS,45
94,EAR40x,51,GLCTR2,51,AMAOTr,51,,,2DMMQ8abcpp,3,ACLS_a,51,,,,,,,G1SAT,51,UAAGDS,1,3HAD6M8,51,3OAS7M8,51,PRPPS,2,RPE,51,,,,,TYRTA,48,EAR40x,51,3OAS100,50,,,3OAR140,51,ACGAMT,51,3OAR40,51,USHD,51,APRAUR,51,3HAD140,51,CBPS,51,SUDPMGT,51,,,,,3OAR40,51,biomass265,51,PGPPI17,51,PGSAI17,51,3OAR120,50,,,5MTHGLUS,51,COBALTt5pp,51,GF6PTA,19,ADSL2r,50,,,,,3OAS11M12,51,DHAD1,34,PRAMPC,51,HSTPTr,50,SHEMEabc,51,,,DHAD1,33,DPCOAK,1,IMPC,45
95,3HAD120,51,GLYMETabcpp,51,AOXSr2,51,,,2DMMQ8tex,3,ACHBPL,51,,,,,,,EAR14M16x,51,UAGCVT_r,1,3HAD10M12,51,3OAS10M12,51,LYS_Ltex,1,RZ5PP,51,,,,,OMBZLM,48,EAR15M16x,51,TDPDRE,50,,,3OAR120,51,ACGK,51,3OAR140,51,UTPATPT,51,AGMHE,51,3HAD40,51,GLC_Dtex,51,RNTR2,51,,,,,biomass533,51,SHCHF,51,PGSA180,51,PHEMEtex,51,3OAR140,50,,,5MTHCYST,51,COBALT2tex,51,G1PACT,16,AICART,50,,,,,3OAS12M14,51,ACLS_b,34,PRATPP,51,PRAGS,50,SO4t2,51,,,IPPMIa,32,DMATT,1,DDPA,45
96,FE3abcpp,51,FAS140ACPrev,51,APRAUR,51,,,RPE,1,ACGS,51,,,,,,,3OAS4M3O6,51,UAGPT3,1,3HAD11M12,51,3OAS11M12,51,IMPC,1,SHEMEabc,51,,,,,DHORTS,48,3HAD40,51,3OAR60,50,,,3OAR100,51,ACHBPL,51,3OAR120,51,VALTA,51,ACOATA,51,3HAD60,51,ALAHIS1c,51,RNTR3,51,,,,,tNZPpp,51,S7PIr,51,PGSAAI17,51,PMDPHT,51,3OAR60,50,,,3OAS180,51,CLtex,51,PGAMT,16,GLUPRT,50,,,,,3OAS13M14,51,PDX5PO2,32,PRFGS,51,IMPC,50,SPMDabc,51,,,OMCDC,32,ARGSS,1,AMPTASEGC,40
97,FE2tex,51,GLCTR3,51,ASP1DC,51,,,,,ACGK,51,,,,,,,3OAR8M10,51,UAMAGS,1,3HAD14M16,51,3OAS12M14,51,IPDPUPT,1,SPMDabc,51,,,,,SUCBZS,48,3HAD60,51,3OAR40,50,,,3HAD80,51,ACLS_a,51,3OAR100,51,ZN2tex,51,3OAS120,51,3HAD80,51,ACACtex,51,RPE,51,,,,,tANZPpp,51,P1CM,51,PItex,51,PNTK,51,3OAR80,50,,,3HAD60,51,H2Stpp,51,PHETA1,10,IMPC,50,,,,,3OAS160,51,IPMDr,32,PRMICI,51,LARGNAT,50,SUCCt2r,51,,,IPMDr,32,ARGSL,1,ENO,40
98,FE2abcpp,51,GLYC3Ptex,51,ATPPRT,51,,,,,ACGAMT,51,,,,,,,3OAR9M10,51,UAMAS,1,3HAD15M16,51,3OAS13M14,51,ILETA,1,STYSGH,51,,,,,G3PCT,48,EAR14M16x,51,3OAR180,50,,,3HAD60,51,ACLS_b,51,3HAD80,51,r2137pp,51,3OAS140,51,3OAR100,51,CHORS,51,RZ5PP,51,,,,,3OAR100,51,PSD180,51,PSSA180,51,PNTO_Rtex,51,KAS14,50,,,3HAD80,51,CHORS,51,PPNDH,10,IPMDr,45,,,,,3OAS3M4,51,IPPMIa,31,PROt4rpp,51,L_AROND,50,SUDPDGT,51,,,IPPMIb,31,ACOTA,1,PGM,40
99,3HAD140,51,FOLtpp,51,CA2abcpp,51,,,,,ACCOACL,51,,,,,,,3OAS10M12,51,UAPGR,1,3HAD4M6,51,3OAS3M4,51,KAS14,1,STYSabc,51,,,,,FRD7,48,EAR13M14x,51,3OAR160,50,,,3HAD40,51,ADK10,51,3HAD60,51,biomass399,51,3OAS60,51,3OAR120,51,3OAR40,51,S17BPH,51,,,,,3OAR120,51,PGM,51,PMDPHT,51,PPCDC,51,ACOATA,50,,,3OAR80,51,CHORM,51,HSK,8,LEUTA,45,,,,,ACBIPGT,51,IPPMIb,31,PSD180,51,CYSS,50,SUDPMGT,51,,,PGMT,31,,,GAPD,40
100,FBP,51,FOLtex,51,Cuabcpp,51,,,,,CYSTGL,51,,,,,,,3OAS11M12,51,UDCPDP,1,3HAD5M6,51,3OAS4M3O6,51,IHPDCOATA,1,SUCCt2r,51,,,,,NPHS,48,3HAD80,51,3OAR140,50,,,3HAD140,51,ALATA_D,51,3HAD40,51,SRVtex,51,ACCOAC,51,3OAR40,51,3HAD140,51,SHEMEabc,51,,,,,3OAR140,51,PGPP180,51,PNTK,51,PPTT,51,P5CRyr,50,,,3OAR160,51,ACOATA,51,THRS,8,OMCDC,45,,,,,3OAS4M3O6,51,LEUTA,31,PSDAI17,51,PFK,50,sink_PGPm1c,51,,,3MOBS,31,,,OCBT,34
101,FBA,51,FE3tex,51,3HAD140,51,,,,,COBALTt5,51,,,,,,,3OAS12M14,51,UGMDDS,1,3HAD7M8,51,3OAS4M6,51,KDOCT2,1,SUCR,51,,,,,G5SADs,48,DEXTRINabcpp,51,3OAR120,50,,,CYSTGL,51,ADK3,51,3HAD140,51,SPMDtex,51,A5PISO,51,3OAS80,51,3HAD40,51,SHK3Dr,51,,,,,3OAR60,51,PGPPAI17,51,PNTO_Rtex,51,PSD180,51,E4PD,50,,,3OAR140,51,3OAS120,51,,,3MOBS,45,,,,,3OAS4M6,51,OMCDC,31,PSDI17,51,UAG4E,49,G3PD1,51,,,LYS_Ltex,27,,,GLYMET1c,33
102,EDTXS2,51,GLYC3Ptpp,51,CA2tex,51,,,,,CYTDt2r,51,,,,,,,3OAS13M14,51,UMPK,1,3OAR14M16,51,3OAS5M6,51,KDOPP,1,SUDPDGT,51,,,,,DHNAOT,48,AGPAT180,51,OCBT,50,,,COBALT2tex,51,ADNCNT3tc,51,CLtex,51,PGSA180,51,4HTHDS,51,3OAR60,51,3HAD60,51,SHKK,51,,,,,A5PISO,51,PGPPI17,51,PPCDC,51,PSDAI17,51,DAPE,21,,,DPR,51,CDOSKT,51,,,IPPMIa,45,,,,,3OAS5M6,51,MOHMT,27,PSSA180,51,HSERTA,49,G3PCT,51,,,ACLS_a,23,,,P5CRyr,31
103,EDTXS1,51,FE3abcpp,51,CDOSKT,51,,,,,EAR9M10x,51,,,,,,,3OAS160,51,dreplication,1,3HAD8M10,51,3OAS6M8,51,KDOPSr,1,SUDPMGT,51,,,,,SUCBZL,48,EAR10M12x,51,3OAR100,50,,,Cuabcpp,51,AGPR,51,CBPS,51,PYDXtex,51,3OAR120,51,3OAR80,51,3HAD80,51,SPMS,51,,,,,3OAR80,51,PGSA180,51,PRAGS,51,PSDI17,51,LEUTA,21,,,3OAR120,51,3OAS140,51,,,IPPMIb,45,,,,,3OAS6M8,51,G3PD1,23,PSSAAI17,51,METS,48,3OAS9M10,51,,,DHAD2,23,,,G5SADs,31
104,EAR80x,51,FE2tex,51,CLtex,51,,,,,EAR10M12,51,,,,,,,3OAS180,51,pbiosynthesis,1,3HAD9M10,51,3OAS8M10,51,Ktex,1,TECA1S180,51,,,,,CBPS,48,3OAR40,51,TDPGDH,50,,,EAR140x,51,AIHDUDPMG,51,COBALTt5pp,51,PGSAAI17,51,Cuabcpp,51,3OAS100,51,3OAR100,51,SUDPDGT,51,,,,,r2137pp,51,PGSAAI17,51,PRAIS,51,PSSAAI17,51,IPPMIa,20,,,EAR100x,51,CA2tex,51,,,H2Otpp,43,,,,,3OAS7M8,51,DHAD2,23,PSSAI17,51,PGK,48,3OAS11M12,51,,,ILETA,23,,,MTHFD,22
105,COBALT2tex,51,FE2abcpp,51,COBALT2tex,51,,,,,EAR11M12,51,,,,,,,3OAS3M4,51,MOHMT,1,3OAR10M12,51,3OAR8M10,51,LPADSS,1,TECA1SAI17,51,,,,,GLU5K,48,EAR120x,51,3HAD80,50,,,FE3abcpp,51,AIHDUPDG,51,GALT1,51,PGSAI17,51,DHPPDA,51,3OAS120,51,3OAR120,51,G3PATAI17,51,,,,,r0345,51,PGSAI17,51,PRASCSi,51,SEPHCHS,51,IPMDr,19,,,EDTXS2,51,CA2abcpp,51,,,MET_Ltex,41,,,,,3OAS8M10,51,ILETA,23,PULLULAN1200tex,51,ASAD,47,3OAS12M14,51,,,ACHBPL,23,,,MTHFC,22
106,EAR60x,51,GMHEPK,51,CU2tex,51,,,,,EAR13M14,51,,,,,,,3OAS4M6,51,ILETA,1,3OAR11M12,51,3OAS9M10,51,HEPT4,1,TECA1SI17,51,,,,,ACGAMT,48,3OAR120,51,TMPPP,50,,,G1PTT,51,ALAPGPL,51,FE2abcpp,51,PHEMEtex,51,EAR60x,51,3OAS140,51,3OAR140,51,GK1,51,,,,,ZNabcpp,51,PMDPHT,51,PRFGS,51,PSSAI17,51,3MOBS,18,,,GLCTR2,51,ATPPRT,51,,,METt2rpp,41,,,,,3OAS9M10,51,CHORM,22,PULLepp,51,CHORM,46,3OAS13M14,51,,,TMDS,20,,,GHMT2r,22
