Header,Bifidobacterium_adolescentis_ATCC_15703,Bifidobacterium_adolescentis_ATCC_15703,Bifidobacterium_bifidum_PRL2010,Bifidobacterium_bifidum_PRL2010,Bifidobacterium_longum_NCC2705,Bifidobacterium_longum_NCC2705,Collinsella_tanakaei_YIT_12063,Collinsella_tanakaei_YIT_12063,Alistipes_finegoldii_DSM_17242,Alistipes_finegoldii_DSM_17242,Alistipes_putredinis_DSM_17216,Alistipes_putredinis_DSM_17216,Alistipes_shahii_WAL_8301,Alistipes_shahii_WAL_8301,Bacteroides_caccae_ATCC_43185,Bacteroides_caccae_ATCC_43185,Bacteroides_coprocola_M16_DSM_17136,Bacteroides_coprocola_M16_DSM_17136,Bacteroides_eggerthii_DSM_20697,Bacteroides_eggerthii_DSM_20697,Bacteroides_fragilis_NCTC_9343,Bacteroides_fragilis_NCTC_9343,Bacteroides_intestinalis_341_DSM_17393,Bacteroides_intestinalis_341_DSM_17393,Bacteroides_stercoris_ATCC_43183,Bacteroides_stercoris_ATCC_43183,Bacteroides_thetaiotaomicron_VPI_5482,Bacteroides_thetaiotaomicron_VPI_5482,Bacteroides_uniformis_ATCC_8492,Bacteroides_uniformis_ATCC_8492,Parabacteroides_distasonis_ATCC_8503,Parabacteroides_distasonis_ATCC_8503,Parabacteroides_johnsonii_DSM_18315,Parabacteroides_johnsonii_DSM_18315,Prevotella_ruminicola_23,Prevotella_ruminicola_23,Acidaminococcus_fermentans_DSM_20731,Acidaminococcus_fermentans_DSM_20731,Blautia_wexlerae_DSM_19850,Blautia_wexlerae_DSM_19850,Clostridium_clostridioforme_CM201,Clostridium_clostridioforme_CM201,Coprococcus_catus_GD_7,Coprococcus_catus_GD_7,Dialister_invisus_DSM_15470,Dialister_invisus_DSM_15470,Dorea_longicatena_DSM_13814,Dorea_longicatena_DSM_13814,Enterococcus_faecium_TX1330,Enterococcus_faecium_TX1330,Eubacterium_rectale_M104_1,Eubacterium_rectale_M104_1,Faecalibacterium_prausnitzii_L2_6,Faecalibacterium_prausnitzii_L2_6,Lactobacillus_mucosae_LM1,Lactobacillus_mucosae_LM1,Lactobacillus_reuteri_SD2112_ATCC_55730,Lactobacillus_reuteri_SD2112_ATCC_55730,Megasphaera_elsdenii_DSM_20460,Megasphaera_elsdenii_DSM_20460,Phascolarctobacterium_succinatutens_YIT_12067,Phascolarctobacterium_succinatutens_YIT_12067,Pseudoflavonifractor_capillosus_strain_ATCC_29799,Pseudoflavonifractor_capillosus_strain_ATCC_29799,Roseburia_intestinalis_L1_82,Roseburia_intestinalis_L1_82,Roseburia_inulinivorans_DSM_16841,Roseburia_inulinivorans_DSM_16841,Ruminococcus_bromii_L2_63,Ruminococcus_bromii_L2_63,Ruminococcus_callidus_ATCC_2776001,Ruminococcus_callidus_ATCC_2776001,Ruminococcus_torques_ATCC_27756,Ruminococcus_torques_ATCC_27756,Streptococcus_salivarius_JIM8777,Streptococcus_salivarius_JIM8777,Subdoligranulum_variabile_DSM_15176,Subdoligranulum_variabile_DSM_15176,Veillonella_atypica_ACS_049_V_Sch6,Veillonella_atypica_ACS_049_V_Sch6,Bilophila_wadsworthia_3_1_6,Bilophila_wadsworthia_3_1_6,Citrobacter_amalonaticus_Y19,Citrobacter_amalonaticus_Y19,Desulfovibrio_desulfuricans_subsp_desulfuricans_DSM_642,Desulfovibrio_desulfuricans_subsp_desulfuricans_DSM_642,Desulfovibrio_piger_ATCC_29098,Desulfovibrio_piger_ATCC_29098,Enterobacter_cloacae_EcWSU1,Enterobacter_cloacae_EcWSU1,Escherichia_coli_str_K_12_substr_MG1655,Escherichia_coli_str_K_12_substr_MG1655,Haemophilus_parainfluenzae_T3T1,Haemophilus_parainfluenzae_T3T1,Helicobacter_pylori_26695,Helicobacter_pylori_26695,Klebsiella_pneumoniae_pneumoniae_MGH78578,Klebsiella_pneumoniae_pneumoniae_MGH78578,Shigella_flexneri_2002017,Shigella_flexneri_2002017,Akkermansia_muciniphila_ATCC_BAA_835,Akkermansia_muciniphila_ATCC_BAA_835,Fusobacterium_varium_ATCC_27725,Fusobacterium_varium_ATCC_27725
1033,ALAGLNtex,1,BUTtex,1,3MEBCOADH,1,AMYLe,1,UREAtpp,1,GCCc,1,DEXTRINabcpp,1,DEXTRINtex,1,LLEUDr,1,2DMMQ8tex,1,GLCNACASE_OGLYCAN2e,1,3MEBCOADH,1,GCCb,1,ADNt2pp,1,UREAtex,1,KAS17rev,1,GCCb,1,AGDC,1,PBUTT,1,GCCb,1,biomass400,1,ALAASPtex,1,ALCD4,1,biomass406,1,L_LACD2,1,TRDR,1,GCCa,1,LLEUDr,1,GLYPROtex,1,BTOHtex,1,biomass374,1,CMPN,1,BUTtex,1,PYDX5Ptex,1,CSND,1,biomass406,1,2DMMQ8abcpp,1,DAGK180,1,PNTOabcpp,1,GCCc,1,GLYGLNabcpp,1,ALAASPtex,1,NA1tex,1,biomass310,1,MANptspp,1,GCCb,1,GCCa,1,3MEBCOADH,1,ADSK,1,CORE4tex,1,CLPNH180,1,ADEt2,1
1034,TRPAS2,1,FMNAT,1,DAGK180,1,4ABZt2,1,PHEt2rpp,1,GCCb,1,OCDCAtrpp,1,DEXTRINabcpp,1,GLYLEUtex,1,CLPNH180,1,CYSTL,1,2MEBCOADH,1,GCCc,1,ADEt2,1,GLYPROPRO1c,1,INDOLEtex,1,LEUt2rpp,1,ADSK,1,GTHRD,1,GCCa,1,r0871pp,1,AMYLe,1,PROt2rpp,1,NTD7,1,NDPK9,1,AGPAT180,1,2DMMQ8abcpp,1,L_ILE3MR,1,BTOHt2rpp,1,BTOHt2rpp,1,biomass400,1,biomass374,1,biomass374,1,ADNt2pp,1,BUTt2rpp,1,2DMMQ8tex,1,GCCa,1,biomass146,1,PREN,1,GCCb,1,G3PD8i,1,G3PD8i,1,LDH_L,1,DM_NA1,1,GART,1,UREAtex,1,FOLR3,1,ADSK,1,CORE4tex,1,AGDC,1,FOLR3,1,URAt2pp,1
1035,ALAGLNabcpp,1,NDPK3,1,2MEBCOADH,1,GLYLEUPEPT1tcpp,1,UREAtex,1,CYS_Ltex,1,OCDCEAtex,1,OCDCAtrpp,1,GLYLEUPEPT1tcpp,1,DEXTRINabcpp,1,FDH,1,biomass156,1,2DMMQ8abcpp,1,LDH_L,1,MALT6PH,1,INDOLEt2rpp,1,OCDCAtrpp,1,3MEBCOADH,1,GTHOXti3pp,1,FOLR3,1,URAtex,1,4ABZt2,1,FDH,1,MANtex,1,PPM,1,NDPK3,1,2DMMQ8tex,1,NA1tex,1,UPPRT,1,ALCD4,1,BUTtex,1,ALAS,1,ALCD4,1,AMYLOPECTe,1,BUTtex,1,CLPNH180,1,GCCb,1,ZN2t4,1,PROt2rpp,1,GCCa,1,ALAASPtex,1,GLYGLNabcpp,1,GAMt2r,1,GALASE_LACTLe,1,GLYASPtex,1,UREAtpp,1,DEXTRINtex,1,AGDC,1,URAt2pp,1,ADSK,1,OCDCAtrpp,1,DM_NA1,1
1036,CSND,1,BTALDH,1,FRUpts,1,GALASE_LACTLe,1,TYRt2rpp,1,GLYPROPRO1c,1,OCDCEAtrpp,1,OCDCEAtrpp,1,DM_NA1,1,OCDCEAtex,1,GAMt2r,1,EAR6M8,1,OCDCEAtrpp,1,ALAASP1c,1,PECTIN_DEGe,1,OCDCEAtex,1,OCDCEAtex,1,2MEBCOADH,1,GTHOXtex,1,DEXTRINtex,1,URAt2pp,1,biomass310,1,CYSTL,1,r0871pp,1,SUCOAS1,1,ZN2t4,1,CLPNH180,1,PYDX5Ptex,1,BTOHtex,1,AMYLOPECTe,1,BUTt2rpp,1,CSABCASE_B_epp,1,BTALDH,1,BUTKr,1,ALAGLNtex,1,FOLR3,1,GCCc,1,THMt3,1,GLYPROtex,1,DEXTRINabcpp,1,ADEt2,1,GLYGLNtex,1,GLYLEUPEPT1tcpp,1,FRUpts,1,GLYASPabcpp,1,ALAGLNabcpp,1,DEXTRINabcpp,1,CORE4tex,1,PYDX5Ptex,1,3MEBCOADH,1,OCDCEAtrpp,1,GALASE_LACTLe,1
1037,CMPN,1,ACPS1,1,biomass156,1,FRUpts,1,TYR_Ltex,1,GLYPROabcpp,1,GLYPROtex,1,UREAtpp,1,ATPS4pp,1,PNTOabcpp,1,LDH_L,1,EAR9M10,1,DEXTRINabcpp,1,L_LACD2,1,ARGDA,1,OCDCEAtrpp,1,OCDCEAtrpp,1,biomass156,1,GLUOX,1,DEXTRINabcpp,1,GLYLEUtex,1,URAt2pp,1,ADNCNT3tc,1,biomass400,1,PROt2rpp,1,DRIBI,1,DEXTRINabcpp,1,ADNt2pp,1,BUTKr,1,GLYGLNabcpp,1,BUTKr,1,FOLR3,1,BTOHt2rpp,1,ALAASPabcpp,1,ALAGLNabcpp,1,OCDCEAtex,1,2DMMQ8tex,1,URAt2pp,1,BTALDH,1,DEXTRINtex,1,AMYLOPECTe,1,BUTtex,1,GLYLEUtex,1,DAGK180,1,GLCNACASE_OGLYCAN5epp,1,GLYLEUPEPT1tcpp,1,AGPAT180,1,GLCNACASE_OGLYCAN5epp,1,ADNt2pp,1,GAMt2r,1,BTOHtex,1,FRUpts,1
1038,ARABINOGALASEe,1,AHMMPS,1,GALASE_LACTLe,1,DAGK180,1,TRPAS2,1,GLYPROtex,1,BUTtex,1,AHMMPS,1,ALAGLNtex,1,BTALDH,1,L_LACD2,1,GLYLEUPEPT1tcpp,1,PNTOabcpp,1,NDPK9,1,TREtex,1,DEXTRINabcpp,1,BTALDH,1,CYSTL,1,FTCD,1,AGPAT180,1,ADEt2,1,DM_NA1,1,TRPAS2,1,DAGK180,1,CLPNH180,1,ARABI,1,OCDCAtrpp,1,biomass310,1,BUTt2rpp,1,GLYGLNtex,1,BTOHtex,1,GCCa,1,BTOHtex,1,ALAASPtex,1,UPPRT,1,OCDCEAtrpp,1,OCDCEAtex,1,URAtex,1,BTOHt2rpp,1,FOLR3,1,NA1tex,1,BUTt2rpp,1,LLEUDr,1,biomass400,1,AGDC,1,DEXTRINabcpp,1,AGMT,1,GLYASPabcpp,1,BTOHtex,1,GALASE_LACTLe,1,PNTOabcpp,1,DAGK180,1
1039,biomass374,1,ALAALA,1,AMYLOPECTe,1,biomass400,1,PROt2rpp,1,ALAGLNabcpp,1,NDPK3,1,26DAPLLATi,1,ALAGLNabcpp,1,UREAtpp,1,PPM,1,GLYLEUtex,1,PREN,1,PPM,1,ALCD4,1,PNTOabcpp,1,BTOHt2rpp,1,PPM,1,DAPabcpp,1,AGMT,1,LLEUDr,1,GALASE_LACTLe,1,UREAtex,1,FRUpts,1,TMDSf,1,AHMMPS,1,OCDCEAtrpp,1,4ABZt2,1,BUTtex,1,biomass146,1,BTOHt2rpp,1,GCCb,1,BUTKr,1,G3PD8i,1,DEXTRINabcpp,1,PNTOabcpp,1,DEXTRINtex,1,r0871pp,1,BTOHtex,1,CLPNH180,1,L_ILE3MR,1,BUTKr,1,L_ILE3MR,1,r0871pp,1,ADSK,1,DEXTRINtex,1,PREN,1,GLYASPtex,1,ALAASPtex,1,biomass156,1,BUTKr,1,biomass400,1
1040,UREAtpp,1,GRTT,1,FMNAT,1,r0871pp,1,PREN,1,UPPRT,1,UREAtpp,1,biomass414,1,UPPRT,1,BTOHt2rpp,1,2MEBCOADH,1,LLEUDr,1,BUTKr,1,PBUTT,1,TREptspp,1,BUTt2rpp,1,BTOHtex,1,FDH,1,CYSDS,1,PREN,1,L_ILE3MR,1,FRUpts,1,UREAtpp,1,GALASE_LACTLe,1,biomass201,1,MALTtex,1,BTOHtex,1,OCDCEAtrpp,1,DEXTRINabcpp,1,ZN2t4,1,BTALDH,1,GCCc,1,BUTt2rpp,1,GLYGLNabcpp,1,DEXTRINtex,1,GLYPROtex,1,BUTt2rpp,1,biomass400,1,BUTKr,1,OCDCEAtex,1,biomass156,1,BTOHt2rpp,1,FDH,1,URAtex,1,3MEBCOADH,1,DM_NA1,1,TRPAS2,1,MANptspp,1,G3PD8i,1,LDH_L,1,BUTt2rpp,1,r0871pp,1
1041,UREAtex,1,THMt3,1,GAMt2r,1,URAtex,1,PNTOabcpp,1,CSND,1,DRIBI,1,TRDR,1,CSND,1,BTOHtex,1,SUCOAS1,1,L_ILE3MR,1,BUTt2rpp,1,SUCOAS1,1,GLYPROabcpp,1,BUTtex,1,BUTKr,1,GAMt2r,1,BVUtex,1,TRPAS2,1,PYDX5Ptex,1,DAGK180,1,AMYLe,1,biomass156,1,CYSS3r,1,BTOHt2rpp,1,PNTOabcpp,1,OCDCEAtex,1,ALAGLNtex,1,THMt3,1,ALCD4,1,GALabcpp,1,UREAtpp,1,GLYGLNtex,1,CMPN,1,BTOHt2rpp,1,DEXTRINabcpp,1,ADEt2,1,BUTt2rpp,1,OCDCEAtrpp,1,CSND,1,AMYLOPECTe,1,CYSTL,1,URAt2pp,1,2MEBCOADH,1,ATPS4pp,1,GART,1,L_LACD2,1,GLYGLNabcpp,1,L_LACD2,1,BUTtex,1,URAtex,1
1042,CORE4tex,1,ZN2t4,1,r1667,1,URAt2pp,1,NTD7,1,DEXTRINabcpp,1,ARABI,1,UREAtex,1,CMPN,1,BUTKr,1,ORNt,1,NA1tex,1,BUTtex,1,ORNt,1,DM_NA1,1,DPCOAti,1,BUTt2rpp,1,LDH_L,1,BVUtepp,1,GART,1,NA1tex,1,biomass400,1,biomass374,1,2MEBCOADH,1,CSPG_Btex,1,TAGURr,1,BUTKr,1,OCDCAtrpp,1,ALAGLNabcpp,1,GLCNACASE_OGLYCAN2e,1,GALASE_LACTLe,1,CSPG_Btex,1,GLYPROPRO1c,1,BUTtex,1,GLYPROtex,1,BTOHtex,1,BUTtex,1,AMYLe,1,BUTtex,1,PNTOabcpp,1,UPPRT,1,BTALDH,1,biomass156,1,PYDX5Ptex,1,biomass156,1,ALAGLNtex,1,DM_NA1,1,GAMt2r,1,GLYGLNtex,1,NDPK9,1,AGMT,1,GLYLEUPEPT1tcpp,1
1043,GLYASPabcpp,1,PAPPT3,1,LDH_L,1,GLYLEUtex,1,ZN2t4,1,DEXTRINtex,1,AHMMPS,1,NDPK3,1,ARABINOGALASEe,1,BUTt2rpp,1,THRt2r,1,GALASE_LACTLe,1,UAGCVT_r,1,THRt2r,1,MAN6Ptex,1,CSND,1,BUTtex,1,L_LACD2,1,ASNS2,1,DM_NA1,1,ADNt2pp,1,r0871pp,1,biomass156,1,3MEBCOADH,1,CSPG_AB_RESTtex,1,AGMT,1,BUTt2rpp,1,ACGAM2E,1,DEXTRINtex,1,ADEt2,1,DAGK180,1,CSPG_AB_RESTtex,1,UREAtex,1,BUTt2rpp,1,ARABINOGALASEe,1,BUTKr,1,UPPRT,1,r1667,1,CSND,1,GLYPROtex,1,ALAGLNabcpp,1,ALCD4,1,BUTtex,1,GLYLEUPEPT1tcpp,1,CYSTL,1,FOLR3,1,AMYLe,1,INDOLEtex,1,BUTtex,1,PPM,1,ALAGLNabcpp,1,AMYLOPECTe,1
1044,DTMPt,1,biomass146,1,L_LACD2,1,biomass310,1,ASPO7,1,FOLR3,1,UREAtex,1,DRIBI,1,biomass374,1,BUTtex,1,r1667,1,FRUpts,1,CSND,1,r1667,1,MAN6Pt6_2pp,1,CMPN,1,UREAtpp,1,NDPK9,1,ADNK1,1,AMYLe,1,biomass310,1,URAtex,1,BUTtex,1,ADSK,1,CSABCASE_B_epp,1,PECTIN_DEGe,1,BUTtex,1,UAG2EMA,1,GLYPROabcpp,1,ARABI,1,ARABINOGALASEe,1,ARABINOGALtex,1,TRPAS2,1,BTOHtex,1,biomass374,1,BUTt2rpp,1,CSND,1,AGPAT180,1,CMPN,1,BTOHt2rpp,1,ALAGLNtex,1,GLCNACASE_OGLYCAN2e,1,BUTt2rpp,1,GLYLEUtex,1,FDH,1,UPPRT,1,4ABZt2,1,FTCD,1,BUTt2rpp,1,SUCOAS1,1,AGPAT180,1,GLYLEUtex,1
1045,biomass386,1,DM_NA1,1,NDPK9,1,LLEUDr,1,FTCD,1,CMPN,1,TRPAS2,1,ARABI,1,UREAtpp,1,ARABINOGALASEe,1,ALAASP1c,1,DAGK180,1,CMPN,1,GLYPROtex,1,ATPS4pp,1,ARABINOGALASEe,1,UREAtex,1,GALASE_LACTLe,1,ADNCNT3tcpp,1,4ABZt2,1,AMYLOPECTe,1,PYDX5Ptex,1,BUTt2rpp,1,AGDC,1,ARABINOGALtex,1,NACUP,1,ARABINOGALASEe,1,GALabcpp,1,CSND,1,NDPK3,1,FRUpts,1,TREtex,1,PROt2rpp,1,ADEt2,1,UREAtpp,1,AGMT,1,CMPN,1,CYSDS,1,ARABINOGALASEe,1,BTOHtex,1,ATPS4pp,1,biomass146,1,BUTKr,1,LLEUDr,1,GAMt2r,1,biomass374,1,biomass310,1,SRVt2pp,1,BUTKr,1,ORNt,1,biomass374,1,LLEUDr,1
1046,FTCD,1,DRIBI,1,PPM,1,PYDX5Ptex,1,BVUtex,1,ARABINOGALASEe,1,PROt2rpp,1,TRPAS2,1,UREAtex,1,biomass374,1,GLYGLNtex,1,AMYLOPECTe,1,ARABINOGALASEe,1,GLCNACASE_OGLYCAN2e,1,ALAGLNtex,1,biomass374,1,TRPAS2,1,FRUpts,1,UAG2EMA,1,biomass310,1,OCDCEAtex,1,ADEt2,1,BUTKr,1,CORE4tex,1,ARABINOGALASEepp,1,CSND,1,biomass374,1,CSPG_Btex,1,CMPN,1,L2A6ODs,1,CMPN,1,ARABINOGALASEepp,1,PREN,1,BTOHt2rpp,1,FOLR3,1,BUTtex,1,ARABINOGALASEe,1,BVUtex,1,biomass374,1,BUTKr,1,DM_NA1,1,ZN2t4,1,BTOHtex,1,L_ILE3MR,1,LDH_L,1,CSND,1,NA1tex,1,PYNP_SRV,1,BTOHt2rpp,1,PREN,1,UREAtpp,1,L_ILE3MR,1
1047,CYSDS,1,DPCOAK,1,SUCOAS1,1,L_ILE3MR,1,BVUtepp,1,biomass374,1,AGMT,1,PNTOabcpp,1,TRPAS2,1,AGMT,1,GLYGLNabcpp,1,HYD4,1,biomass374,1,GLYPROabcpp,1,ALAGLNabcpp,1,UREAtpp,1,PROt2rpp,1,OCDCEAtrpp,1,GALabcpp,1,NA1tex,1,LEUt2rpp,1,GLYLEUPEPT1tcpp,1,BTOHtex,1,GLCNACASE_OGLYCAN5epp,1,ACGAM2E,1,HISt2r,1,UREAtpp,1,CSPG_AB_RESTtex,1,ARABINOGALASEe,1,UREAtex,1,biomass146,1,ACGAM2E,1,biomass406,1,BTALDH,1,UREAtex,1,biomass374,1,biomass374,1,BVUtepp,1,UREAtpp,1,BUTt2rpp,1,GALASE_LACTLe,1,THMt3,1,BTOHt2rpp,1,NA1tex,1,L_LACD2,1,GLYPROPRO1c,1,L_ILE3MR,1,PREN,1,AMYLOPECTe,1,2DMMQ8tex,1,UREAtex,1,PYDX5Ptex,1
1048,BVUtex,1,DMATT,1,MANtex,1,NA1tex,1,ASNS2,1,UREAtpp,1,PREN,1,AGMT,1,PROt2rpp,1,PREN,1,G3PD8i,1,2DMMQ8abcpp,1,UREAtpp,1,GLYPROPRO1c,1,BUTtex,1,UREAtex,1,PREN,1,OCDCAtrpp,1,CSPG_Btex,1,L_ILE3MR,1,TMDSf,1,GLYLEUtex,1,BTOHt2rpp,1,GLYASPabcpp,1,ALATA_D,1,GUI2,1,UREAtex,1,CSABCASE_B_epp,1,biomass374,1,ASNS2,1,ZN2t4,1,biomass201,1,PNTOabcpp,1,ALCD4,1,GLYPROPRO1c,1,AGPAT180,1,UREAtpp,1,ASNS2,1,UREAtex,1,AGMT,1,FRUpts,1,ADEt2,1,BTALDH,1,ADNt2pp,1,NDPK9,1,GLYPROabcpp,1,LLEUDr,1,PROt2rpp,1,BTALDH,1,NCAMtex,1,TRPAS2,1,NA1tex,1
1049,BVUtepp,1,ALCD4,1,MANptspp,1,ADNt2pp,1,ADNK1,1,GCCa,1,PNTOabcpp,1,PROt2rpp,1,biomass146,1,AGPAT180,1,4ABZt2,1,2DMMQ8tex,1,UREAtex,1,ALAASPabcpp,1,BTALDH,1,TRPAS2,1,PNTOabcpp,1,NCAMtex,1,CSPG_AB_RESTtex,1,LLEUDr,1,LEU_Ltex,1,LLEUDr,1,BTALDH,1,GLYASPtex,1,AGPAT180,1,ATPS4pp,1,AGMT,1,ARABINOGALtex,1,FOLR3,1,ADNK1,1,THMt3,1,ALATA_D,1,r1667,1,GLCNACASE_OGLYCAN2e,1,GLYPROabcpp,1,UREAtpp,1,UREAtex,1,ADNK1,1,TRPAS2,1,AGPAT180,1,DAGK180,1,DRIBI,1,ALCD4,1,AMYLOPECTe,1,LEU_Ltex,1,GLYPROtex,1,GLYLEUtex,1,IZPN,1,ALCD4,1,PNTOabcpp,1,PROt2rpp,1,ADNt2pp,1
1050,ASNS2,1,BPNT,1,ORNt,1,AMYLOPECTe,1,ADNCNT3tcpp,1,CYSt2rpp,1,AGPAT180,1,AGPAT180,1,ALCD4,1,UREAtex,1,biomass310,1,PYNP_SRV,1,TRPAS2,1,ALAASPtex,1,BTOHt2rpp,1,GLYPROPRO1c,1,GLYPROPRO1c,1,2DMMQ8abcpp,1,CSABCASE_B_epp,1,GLYLEUtex,1,IZPN,1,L_ILE3MR,1,ARABINOGALASEe,1,MANptspp,1,26DAPt2r,1,GALURt2r,1,AGPAT180,1,ARABINOGALASEepp,1,UREAtpp,1,ADNCNT3tcpp,1,AGPAT180,1,26DAPt2r,1,2MEBCOADH,1,biomass146,1,CORE4tex,1,UREAtex,1,TRPAS2,1,ADNCNT3tcpp,1,GLYPROPRO1c,1,BUTtex,1,biomass400,1,UREAtex,1,GCCc,1,ADEt2,1,KAS17rev,1,GCCa,1,GLYLEUPEPT1tcpp,1,HISD,1,GLCNACASE_OGLYCAN2e,1,ADNCNT3tcpp,1,PREN,1,biomass310,1
1051,ADNK1,1,BTOHt2rpp,1,THRt2r,1,ADEt2,1,UAG2EMA,1,THMt3,1,GLYPROPRO1c,1,GLYPROPRO1c,1,BTALDH,1,TRPAS2,1,ADNt2pp,1,HISD,1,GLYPROPRO1c,1,G3PD8i,1,BTOHtex,1,GLYPROabcpp,1,GLYPROabcpp,1,ADNK1,1,HISD,1,GLYLEUPEPT1tcpp,1,HISD,1,NA1tex,1,AGPAT180,1,MAN6Ptex,1,biomass386,1,FLVRxe,1,TRPAS2,1,biomass201,1,GLYPROPRO1c,1,DEXTRINabcpp,1,AHMMPS,1,biomass386,1,ALAGLNabcpp,1,ZN2t4,1,TREptspp,1,TRPAS2,1,GLYPROPRO1c,1,PRPPS,1,GLYPROabcpp,1,biomass374,1,r0871pp,1,TMDSf,1,GCCb,1,LEUt2rpp,1,INDOLEtex,1,CMPN,1,ATPS4pp,1,GLUOX,1,ADEt2,1,AGMT,1,GLYPROPRO1c,1,KAS17rev,1
1052,ADNCNT3tcpp,1,PEPGLY,1,GRTT,1,OCDCAtrpp,1,GALabcpp,1,MAN6Ptex,1,GLYPROabcpp,1,GLYPROabcpp,1,CYSDS,1,PROt2rpp,1,PYDX5Ptex,1,GLUOX,1,GLYPROabcpp,1,GLYGLNabcpp,1,AGMT,1,GLYPROtex,1,GLYPROtex,1,ADNCNT3tcpp,1,IZPN,1,ATPS4pp,1,GLUOX,1,ADNt2pp,1,GALASE_LACTLe,1,TREptspp,1,biomass372,1,EDA_R,1,PROt2rpp,1,ADNK1,1,GLYASPtex,1,DEXTRINtex,1,GLYGLNtex,1,HYD4,1,GLYASPabc,1,THMt3,1,ASPO7,1,PROt2rpp,1,GLYPROabcpp,1,UAG2EMA,1,GLYLEUPEPT1tcpp,1,UREAtpp,1,URAtex,1,UAG2EMA,1,GCCa,1,LEU_Ltex,1,GNCORE2tex,1,ARABINOGALASEe,1,UREAtex,1,TRPAS2,1,biomass146,1,UAG2EMA,1,GLYPROabcpp,1,PBUTT,1
1053,UAG2EMA,1,26DAPLLATi,1,GLCNACASE_OGLYCAN2e,1,LEU_Ltex,1,CSPG_Btex,1,URAtex,1,26DAPt2r,1,GLYPROtex,1,BVUtepp,1,GLYPROPRO1c,1,biomass156,1,FTCD,1,GLYPROtex,1,GLYGLNtex,1,AGPAT180,1,PROt2rpp,1,MAN6Pt6_2pp,1,UAG2EMA,1,PYNP_SRV,1,UREAtex,1,FTCD,1,AMYLOPECTe,1,AGMT,1,TREtex,1,TREtex,1,DDGLK,1,PREN,1,ALATA_D,1,GLYASPabcpp,1,UAG2EMA,1,IZPN,1,UAG2EMA,1,CYSDS,1,NDPK3,1,TREtex,1,PREN,1,GLYPROtex,1,GALabcpp,1,TREtex,1,UREAtex,1,URAt2pp,1,PYNP_SRV,1,ADNK1,1,KAS17rev,1,CYSDS,1,AGPAT180,1,ALAGLNtex,1,MAN6Pt6_2pp,1,ZN2t4,1,AGPAT180,1,GLYPROtex,1,ASPO7,1
1054,GALabcpp,1,UAPGR,1,ALAASP1c,1,ASNS1,1,CSPG_AB_RESTtex,1,SRVtex,1,ADNCNT3tc,1,PREN,1,ASNS2,1,GLYPROabcpp,1,UPPRT,1,CYSDS,1,PROt2rpp,1,GLYK,1,BUTKr,1,PREN,1,CORE4tex,1,AGMT,1,NCAMt2rpp,1,ALAGLNtex,1,CYSDS,1,OCDCAtrpp,1,PYDX5Ptex,1,ALAS,1,TREptspp,1,BUTtex,1,GLYPROPRO1c,1,26DAPt2r,1,GLCNACASE_OGLYCAN5epp,1,FOLR3,1,GLUOX,1,DEXTRINtex,1,PYNP_SRV,1,TRDR,1,ALAS,1,GLYPROPRO1c,1,PROt2rpp,1,CSPG_Btex,1,PPM,1,TRPAS2,1,PYDX5Ptex,1,ARGt2pp,1,FTCD,1,FTCD,1,BVUtex,1,NTD7,1,ALAGLNabcpp,1,GLYPROabcpp,1,THMt3,1,GALabcpp,1,TREptspp,1,CYSDS,1
1055,CSPG_Btex,1,biomass414,1,ALAASPabcpp,1,CYSDS,1,CSABCASE_B_epp,1,PULLepp,1,ASNt2r,1,MALTHXabc,1,ADNK1,1,GLYPROtex,1,ALAGLNabcpp,1,BVUtex,1,NA1tex,1,UAPGR,1,BUTt2rpp,1,GLYASPabcpp,1,GAMt2r,1,AGPAT180,1,SULR,1,ALAGLNabcpp,1,BVUtex,1,LEUt2rpp,1,BVUtepp,1,PULLULAN1200tex,1,MAN6Ptex,1,ALTRH,1,GLYPROabcpp,1,biomass386,1,FTCD,1,GCCa,1,FTCD,1,DEXTRINabcpp,1,HYD4,1,ASNS1,1,KAS17rev,1,GLYPROabcpp,1,PREN,1,CSPG_AB_RESTtex,1,SRVtex,1,PROt2rpp,1,GLYLEUPEPT1tcpp,1,IZPN,1,GLYGLNtex,1,BVUtex,1,BVUtepp,1,AMYLe,1,UPPRT,1,CYSDS,1,ARABI,1,CSPG_Btex,1,biomass372,1,BVUtepp,1
1056,CSPG_AB_RESTtex,1,rtranscription,1,ALAASPtex,1,BVUtepp,1,ARABINOGALtex,1,PULLULAN1200tex,1,biomass399,1,MLTG3,1,ADNCNT3tcpp,1,biomass372,1,ALAGLNtex,1,BVUtepp,1,MAN6Ptex,1,UGMDDS,1,AGDC,1,MAN6Ptex,1,FTCD,1,GALabcpp,1,S7P1K,1,UPPRT,1,BVUtepp,1,LEU_Ltex,1,ASNS2,1,UREAtex,1,MAN6Pt6_2pp,1,BUTt2rpp,1,GLYPROtex,1,biomass372,1,SRVtex,1,GCCb,1,r1667,1,ADNCNT3tcpp,1,GART,1,GLUOX,1,biomass399,1,biomass372,1,PNTOabcpp,1,CSABCASE_B_epp,1,NCPTRCA,1,PREN,1,GLYLEUtex,1,HISD,1,CYSDS,1,BVUtepp,1,ASNS2,1,NCPTRCA,1,CSND,1,UREAtex,1,NDPK3,1,CSPG_AB_RESTtex,1,GAMt2r,1,ASNS2,1
